id;endo;bloc;treatment;mod;experiment;year;size.long;size.larg;nb.Vtiller;p;nb.Rtiller;pmg;TA;TJA;TS;f1;e0;s1;s2;e1
81;S;2;control;S-control;naturalpop;1;14;14;113;1;32;0,19;;;;63
82;S;2;control;S-control;naturalpop;1;27;13;184;1;28;0,22;;;;51
83;S;2;control;S-control;naturalpop;1;27;21;283;1;72;0,71;;;;150
84;S;2;control;S-control;naturalpop;1;33;33;523;1;124;2,27;;;;72,92033451
85;NS;2;control;NS-control;naturalpop;1;19;22;215;1;76;0,06;;;;17
86;S;2;control;S-control;naturalpop;1;37;17;312;1;45;1,07;;;;140,1923077
87;S;2;control;S-control;naturalpop;1;21;19;206;1;15;0,17;;;;92
88;S;2;control;S-control;naturalpop;1;23;17;203;1;6;0,06;;;;22
89;NS;2;fertilized;NS-fertilized;naturalpop;1;17;15;140;1;26;0,1;;;;19
90;S;2;control;S-control;naturalpop;1;23;15;181;1;3;0,02;;;;3
91;S;2;control;S-control;naturalpop;1;27;17;234;1;68;0,41;;;;86
92;S;2;control;S-control;naturalpop;1;11;14;94;1;34;0,11;;;;17
93;NS;2;control;NS-control;naturalpop;1;;;;0;;;;;;
94;S;2;control;S-control;naturalpop;1;17;13;125;1;78;0,3;;;;119
95;S;2;control;S-control;naturalpop;1;19;16;163;1;44;0,04;;;;17
96;S;2;control;S-control;naturalpop;1;29;19;276;1;3;0;;;;1
97;S;2;fertilized;S-fertilized;naturalpop;1;48;21;486;1;5;0,05;;;;14
98;S;2;fertilized;S-fertilized;naturalpop;1;52;21;525;1;11;0,16;;;;38
99;S;2;fertilized;S-fertilized;naturalpop;1;27;27;358;1;1;0;;;;2
100;NS;2;control;NS-control;naturalpop;1;12;11;84;1;118;0,07;;;;24
101;NS;1;control;NS-control;naturalpop;1;50;40;942;1;2;0,03;;;;3
102;NS;1;control;NS-control;naturalpop;1;58;37;1009;1;22;0,12;;;;13
103;S;1;control;S-control;naturalpop;1;72;35;1181;1;209;3,1;;;;21,63746731
104;S;1;control;S-control;naturalpop;1;28;14;203;1;67;0,24;;;;28
105;S;1;control;S-control;naturalpop;1;5;4;32;0;0;0;;;;0
106;S;1;fertilized;S-fertilized;naturalpop;1;12;11;84;1;50;2;;;;75,32295213
107;S;1;control;S-control;naturalpop;1;32;18;288;1;119;7,61;;;;19,96121993
108;S;1;control;S-control;naturalpop;1;35;21;361;1;80;0,48;;;;74
109;S;1;fertilized;S-fertilized;naturalpop;1;18;15;147;1;93;3,94;;;;41,36933462
110;S;1;control;S-control;naturalpop;1;30;19;285;1;182;7,64;;;;20,29366731
111;S;1;control;S-control;naturalpop;1;19;15;154;1;27;0,18;;;;45
112;NS;1;fertilized;NS-fertilized;naturalpop;1;33;27;432;1;364;8,21;;;;18,53082992
113;S;1;control;S-control;naturalpop;1;21;15;168;1;83;0,83;;;;157
114;S;1;control;S-control;naturalpop;1;71;28;936;1;50;0,46;;;;74
115;NS;1;control;NS-control;naturalpop;1;95;40;1769;1;319;6,2;;;;9,836997163
116;S;1;fertilized;S-fertilized;naturalpop;1;27;16;221;1;20;0,44;;;;31
117;S;1;control;S-control;naturalpop;1;19;13;136;1;27;0,36;;;;30
118;S;1;control;S-control;naturalpop;1;15;8;78;1;2;0,03;;;;0
119;S;1;control;S-control;naturalpop;1;37;27;482;1;18;0,53;;;;145
120;S;1;control;S-control;naturalpop;1;37;25;448;1;203;5,99;;;;26,54233383
121;S;1;control;S-control;naturalpop;1;41;28;550;1;8;0,19;;;;12
122;S;1;control;S-control;naturalpop;1;25;11;149;1;106;0,84;;;;150
123;NS;1;control;NS-control;naturalpop;1;27;25;333;1;326;2,88;;;;40,7014739
124;NS;1;fertilized;NS-fertilized;naturalpop;1;17;10;102;1;167;9,81;;;;17,05911747
125;NS;1;control;NS-control;naturalpop;1;11;10;74;1;67;0,43;;;;140
126;NS;1;control;NS-control;naturalpop;1;14;10;87;1;108;2,04;;;;97,08482735
127;NS;1;control;NS-control;naturalpop;1;11;16;104;1;15;0,35;;;;150
128;S;1;fertilized;S-fertilized;naturalpop;1;28;20;280;1;48;0,37;;;;124
129;NS;1;control;NS-control;naturalpop;1;14;10;87;0;0;0;;;;0
130;NS;1;fertilized;NS-fertilized;naturalpop;1;30;21;312;1;147;2,06;;;;73,11843641
131;NS;1;control;NS-control;naturalpop;1;21;16;177;1;71;0,52;;;;140
132;S;1;control;S-control;naturalpop;1;52;32;787;1;30;0,12;;;;49
133;S;1;control;S-control;naturalpop;1;41;26;513;1;291;5,43;;;;27,64773104
134;S;1;control;S-control;naturalpop;1;9;7;52;0;0;0;;;;0
135;NS;1;control;NS-control;naturalpop;1;15;10;92;1;73;0,24;;;;5
136;S;1;fertilized;S-fertilized;naturalpop;1;31;22;336;1;22;0,3;;;;55
137;NS;1;control;NS-control;naturalpop;1;33;27;432;1;365;3,83;;;;39,20001043
138;NS;1;control;NS-control;naturalpop;1;31;19;294;1;347;4,24;;;;35,42064671
139;NS;1;fertilized;NS-fertilized;naturalpop;1;8;8;52;1;45;0,23;;;;95
140;NS;1;fertilized;NS-fertilized;naturalpop;1;41;25;494;1;491;3,41;;;;48,45741408
141;S;1;control;S-control;naturalpop;1;16;12;111;1;120;0,8;;;;150
142;NS;1;control;NS-control;naturalpop;1;18;15;147;1;186;0,34;;;;23
143;NS;1;fertilized;NS-fertilized;naturalpop;1;9;5;44;1;6;0,05;;;;14
144;NS;1;control;NS-control;naturalpop;1;10;6;51;1;3;0,01;;;;0
145;NS;1;fertilized;NS-fertilized;naturalpop;1;19;11;119;1;133;0,44;;;;50
146;S;1;control;S-control;naturalpop;1;20;13;142;1;9;0,04;;;;9
147;S;1;control;S-control;naturalpop;1;20;19;198;1;10;0,47;;;;150
148;S;1;control;S-control;naturalpop;1;31;27;407;1;132;2,91;;;;51,61644965
149;NS;1;fertilized;NS-fertilized;naturalpop;1;26;22;286;1;54;1,54;;;;98,99551395
150;S;1;control;S-control;naturalpop;1;11;9;69;1;2;0,04;;;;2
151;NS;1;fertilized;NS-fertilized;naturalpop;1;5;3;31;0;0;0;;;;0
152;S;1;control;S-control;naturalpop;1;19;11;119;1;90;0,69;;;;150
153;S;1;control;S-control;naturalpop;1;18;14;139;1;83;0,82;;;;150
154;S;1;control;S-control;naturalpop;1;19;14;146;1;35;0,69;;;;150
155;S;1;control;S-control;naturalpop;1;9;9;61;1;2;0,05;;;;29
156;NS;1;control;NS-control;naturalpop;1;17;11;109;1;67;0;;;;
157;NS;1;control;NS-control;naturalpop;1;15;9;85;1;29;0,01;;;;0
158;S;1;control;S-control;naturalpop;1;33;27;432;0;0;0;;;;0
159;S;1;fertilized;S-fertilized;naturalpop;1;13;12;95;1;10;0,33;;;;97
160;S;1;control;S-control;naturalpop;1;13;12;95;1;57;0,15;;;;22
161;NS;1;control;NS-control;naturalpop;1;24;22;266;1;247;0,8;;;;143,2126697
162;NS;2;control;NS-control;naturalpop;1;49;35;811;1;77;1,04;;;;144,1405125
163;NS;2;control;NS-control;naturalpop;1;24;17;210;1;55;2,03;;;;73,87828397
164;S;2;control;S-control;naturalpop;1;17;14;132;1;85;0,71;;;;31
165;S;2;control;S-control;naturalpop;1;19;12;128;1;72;1,76;;;;85,60369761
166;NS;2;control;NS-control;naturalpop;1;;;;0;;;;;;
167;NS;2;fertilized;NS-fertilized;naturalpop;1;20;20;207;1;98;0,26;;;;0
168;S;2;control;S-control;naturalpop;1;21;10;119;1;169;1,46;;;;150
169;NS;2;control;NS-control;naturalpop;1;12;10;78;1;41;0,71;;;;150
170;S;2;control;S-control;naturalpop;1;44;27;569;1;334;5,23;;;;28,69714942
171;S;2;control;S-control;naturalpop;1;10;5;46;1;5;0,16;;;;65
172;S;2;control;S-control;naturalpop;1;29;19;276;1;142;3,32;;;;45,31970697
173;NS;2;control;NS-control;naturalpop;1;14;13;107;1;34;0,53;;;;150
174;NS;2;control;NS-control;naturalpop;1;15;13;113;1;93;2,48;;;;60,37804435
175;NS;2;control;NS-control;naturalpop;1;17;17;156;1;21;0,81;;;;150
176;NS;2;control;NS-control;naturalpop;1;21;17;187;1;75;2,58;;;;58,59647762
177;NS;2;control;NS-control;naturalpop;1;29;24;343;1;321;5;;;;30,03239935
178;NS;2;control;NS-control;naturalpop;1;29;19;276;1;270;5,06;;;;29,68187815
179;NS;2;control;NS-control;naturalpop;1;14;14;113;1;122;3,21;;;;47,05102614
180;NS;2;control;NS-control;naturalpop;1;16;10;97;1;45;0,16;;;;35
181;NS;2;fertilized;NS-fertilized;naturalpop;1;25;19;242;1;60;0,92;;;;150
182;NS;2;control;NS-control;naturalpop;1;15;11;99;1;14;0,14;;;;29
183;NS;2;control;NS-control;naturalpop;1;15;8;78;1;2;0,02;;;;3
184;NS;2;control;NS-control;naturalpop;1;31;17;265;1;9;0,11;;;;70
185;S;2;control;S-control;naturalpop;1;22;19;215;1;54;2,51;;;;59,86834231
186;NS;2;control;NS-control;naturalpop;1;16;13;119;1;25;0,16;;;;27
187;NS;2;control;NS-control;naturalpop;1;47;33;735;1;47;0,51;;;;110
188;S;2;control;S-control;naturalpop;1;18;11;114;1;6;0,14;;;;70
189;NS;2;control;NS-control;naturalpop;1;31;22;336;1;120;1,1;;;;150
190;NS;2;control;NS-control;naturalpop;1;13;9;77;1;6;0,1;;;;42
191;NS;2;control;NS-control;naturalpop;1;47;28;628;1;471;3,98;;;;43,10418446
192;NS;2;control;NS-control;naturalpop;1;25;22;276;1;117;1,87;;;;80,88101483;;;;
193;NS;2;control;NS-control;naturalpop;1;16;11;104;1;32;0,61;;;;150;;;;
194;S;2;control;S-control;naturalpop;1;16;16;920;1;11;0,06;;;;13;;;;
195;S;2;control;S-control;naturalpop;1;27;22;296;1;113;1,54;;;;100,3625065;;;;
196;NS;2;control;NS-control;naturalpop;1;63;31;920;1;604;5,1;;;;29,54411765;;;;
197;S;2;fertilized;S-fertilized;naturalpop;1;31;28;422;1;215;2,23;;;;67,92376682;;;;
198;NS;2;control;NS-control;naturalpop;1;5;4;33;0;0;0;;;;0;;;;
199;S;2;control;S-control;naturalpop;1;43;21;438;1;38;0,68;;;;87;;;;
200;NS;2;control;NS-control;naturalpop;1;31;26;393;1;159;1,86;;;;80,68793029;;;;
1;S;2;control;S-control;naturalpop;2;;;;1;7;0;;;;;;;;
2;S;2;control;S-control;naturalpop;2;;;;0;0;0;;;;;;;;
3;NS;2;control;NS-control;naturalpop;2;;;;1;8;1,313636364;;;;35,2;;;;
4;S;2;fertilized;S-fertilized;naturalpop;2;;;;1;2;0,55;0,52;1;1;4;0,5;0,96;1;0,2
5;S;2;control;S-control;naturalpop;2;;;;0;0;0;;;;;;;;
6;S;2;fertilized;S-fertilized;naturalpop;2;;;;0;0;0;0,47;;;;0,3;1,00;1;0,1
7;S;2;control;S-control;naturalpop;2;;;;0;0;0;0,9;;;;0,4;0,70;1;0,1
8;S;2;fertilized;S-fertilized;naturalpop;2;;;;1;1;0;0,57;;;;0,3;0,93;1;0,1
9;S;2;control;S-control;naturalpop;2;;;;0;0;0;0,7;;;;0,5;1,00;0,5;0,1
10;NS;2;control;NS-control;naturalpop;2;;;;1;15;0;;;;0;;;;
11;S;2;fertilized;S-fertilized;naturalpop;2;;;;1;5;0;;;;;0,2;1,00;1;0,2
12;NS;2;fertilized;NS-fertilized;naturalpop;2;;;;1;23;1,483333333;0;;;70;0,3;1,00;1;0,1
13;NS;2;control;NS-control;naturalpop;2;;;;1;9;1,2;;;;;;;;
14;NS;2;control;NS-control;naturalpop;2;;;;0;;0;;;;;;;;
15;NS;2;fertilized;NS-fertilized;naturalpop;2;;;;0;0;0;;;;;0,3;0,90;1;0,1
16;NS;2;control;NS-control;naturalpop;2;;;;0;;0;;;;;;;;
17;S;2;control;S-control;naturalpop;2;;;;1;32;1,333333333;;;;32;;;;
18;S;2;control;S-control;naturalpop;2;;;;0;0;0;;;;;;;;
19;S;2;fertilized;S-fertilized;naturalpop;2;;;;1;8;0,85;;;;3,2;;;;0,1
20;NS;2;control;NS-control;naturalpop;2;;;;0;;0;;;;;;;;
21;NS;2;fertilized;NS-fertilized;naturalpop;2;;;;1;1;0;;;;0;0,4;0,90;0,8;0
22;S;2;control;S-control;naturalpop;2;;;;0;0;0;0,5;;;;0,5;0,70;1;0,1
23;S;2;control;S-control;naturalpop;2;;;;0;0;0;;;;;;;;
24;S;2;fertilized;S-fertilized;naturalpop;2;;;;1;29;0,742857143;0,61;0,9;0,7;730,8;0,5;0,96;1;0,2
25;S;2;fertilized;S-fertilized;naturalpop;2;;;;1;30;0,608108108;0,6;1;0,8;666;0,3;1,00;1;0
26;NS;2;control;NS-control;naturalpop;2;;;;1;4;0;;;;;;;;
27;NS;2;control;NS-control;naturalpop;2;;;;0;0;0;0;;;;0,2;1,00;1;0,1
28;NS;2;fertilized;NS-fertilized;naturalpop;2;;;;1;4;1,65;;;;8;0,5;0,90;1;0,1
29;NS;2;fertilized;NS-fertilized;naturalpop;2;;;;1;29;1,090909091;0;;;58;0,4;0,95;1;0,1
30;NS;2;control;NS-control;naturalpop;2;;;;1;15;1,375;0;;;12;0,2;0,70;0,2;0
31;S;2;fertilized;S-fertilized;naturalpop;2;;;;0;0;0;0,65;0,9;1;;0,4;0,95;1;0
32;S;2;control;S-control;naturalpop;2;;;;0;;0;;;;;;;;
33;S;2;fertilized;S-fertilized;naturalpop;2;;;;1;1;0,7;0,45;1;0,9;2;0,6;1,00;1;0,1
34;NS;2;fertilized;NS-fertilized;naturalpop;2;;;;1;3;1,284615385;;;;13;;;;
35;NS;2;fertilized;NS-fertilized;naturalpop;2;;;;1;3;0;;;;0;0,5;0,96;0,9;0,1
36;NS;2;control;NS-control;naturalpop;2;;;;0;0;0;;;;;;;;
37;S;2;control;S-control;naturalpop;2;;;;0;0;0;;;;;;;;
38;NS;2;control;NS-control;naturalpop;2;;;;1;1;0;0;;;;0,8;0,40;0,1;0
39;S;2;fertilized;S-fertilized;naturalpop;2;;;;1;35;1;0,5;0,9;0,7;17;0,5;;;
40;S;2;control;S-control;naturalpop;2;;;;0;0;0;;;;;;;;
41;NS;2;control;NS-control;naturalpop;2;;;;0;0;0;;;;;;;;
42;NS;2;control;NS-control;naturalpop;2;;;;1;3;0;;;;;0,2;0,60;1;0
43;NS;2;control;NS-control;naturalpop;2;;;;0;0;0;0;;;;;;;
44;NS;2;fertilized;NS-fertilized;naturalpop;2;;;;1;10;0;0;;;;0,4;0,90;1;0,1
45;S;2;control;S-control;naturalpop;2;;;;1;20;1,6;;;;8;;;;
46;S;2;fertilized;S-fertilized;naturalpop;2;;;;1;20;1,05;;;;48;;;;
47;S;2;fertilized;S-fertilized;naturalpop;2;;;;0;0;0;0,57;1;0,8;;0,4;1,00;1;0,1
48;S;2;control;S-control;naturalpop;2;;;;1;11;1,621428571;;;;30,8;;;;
49;NS;2;control;NS-control;naturalpop;2;;;;1;19;0;;;;;;;;
50;NS;2;control;NS-control;naturalpop;2;;;;1;5;1,8;0;;;;;;;
51;S;2;fertilized;S-fertilized;naturalpop;2;;;;1;1;2;0,4;1;0,9;1;0,5;1,00;1;0,1
52;NS;2;control;NS-control;naturalpop;2;;;;0;0;0;0;;;;0,2;0,80;0,1;0
53;NS;2;control;NS-control;naturalpop;2;;;;0;0;0;0;;;;;;;
54;NS;2;fertilized;NS-fertilized;naturalpop;2;;;;1;33;1,322222222;0;;;59,4;0,5;1,00;0,9;0,1
55;NS;2;control;NS-control;naturalpop;2;;;;1;24;1,54;;;;;0,3;0,80;1;0,3
56;S;2;control;S-control;naturalpop;2;;;;1;2;1;0,7;1;0,9;;0,4;0,62;1;0,1
57;S;2;control;S-control;naturalpop;2;;;;1;5;0;;;;;;;;
58;NS;2;control;NS-control;naturalpop;2;;;;1;6;0;;;;;0,1;0,80;0,2;0,2
59;S;2;control;S-control;naturalpop;2;;;;0;0;0;;;;;;;;
60;S;2;control;S-control;naturalpop;2;;;;0;0;0;;;;;;;;
61;NS;2;fertilized;NS-fertilized;naturalpop;2;;;;0;0;0;;;;;;;;
62;S;2;control;S-control;naturalpop;2;;;;1;1;0;;;;;;;;
63;NS;2;fertilized;NS-fertilized;naturalpop;2;;;;1;10;0,985714286;;;;14;;;;
64;NS;2;control;NS-control;naturalpop;2;;;;0;0;0;0;;;;0,5;0,60;1;0
65;NS;2;control;NS-control;naturalpop;2;;;;1;3;0;;;;;0,5;1,00;1;0,1
66;S;2;control;S-control;naturalpop;2;;;;1;15;1,5;;;;;;;;
67;NS;2;control;NS-control;naturalpop;2;;;;1;3;0;;;;;0,1;0,80;1;0
68;NS;2;control;NS-control;naturalpop;2;;;;1;2;0;;;;;;;;
69;NS;2;fertilized;NS-fertilized;naturalpop;2;;;;1;9;0,9;0;;;3,6;0,4;1,00;0,4;0,2
70;S;2;control;S-control;naturalpop;2;;;;1;1;0;0,7;0,9;0,8;;0,4;0,60;1;0,1
71;NS;2;control;NS-control;naturalpop;2;;;;1;3;0;;;;;0,1;0,80;0,1;0,1
72;S;2;fertilized;S-fertilized;naturalpop;2;;;;0;0;0;;;;;;;;
73;S;2;control;S-control;naturalpop;2;;;;1;43;2,4;;;;;;;;
74;S;2;control;S-control;naturalpop;2;;;;1;13;0;;;;;;;;
75;S;2;control;S-control;naturalpop;2;;;;1;31;1,011111111;;;;;;;;
76;NS;2;control;NS-control;naturalpop;2;;;;0;0;0;0;;;;0,7;0,60;1;0
77;S;2;fertilized;S-fertilized;naturalpop;2;;;;1;20;1,977777778;0,52;1;0,9;36;0,4;0,90;1;
78;NS;2;control;NS-control;naturalpop;2;;;;0;0;0;;;;;;;;
79;NS;2;control;NS-control;naturalpop;2;;;;1;4;1,833333333;;;;;;;;
80;NS;2;fertilized;NS-fertilized;naturalpop;2;;;;0;0;0;;;;;;;;
81;S;2;control;S-control;naturalpop;2;;;;1;2;1,7;;;;;;;;
82;S;2;control;S-control;naturalpop;2;;;;1;20;1,2;;;;;;;;
83;S;2;control;S-control;naturalpop;2;;;;1;5;0;0,8;1;1;;0,5;0,94;0,1;0,1
84;S;2;control;S-control;naturalpop;2;;;;1;5;0;;;;0;;;;
85;NS;2;control;NS-control;naturalpop;2;;;;0;0;0;;;;;;;;
86;S;2;control;S-control;naturalpop;2;;;;1;30;1,222857143;0,4;1;0,9;96;0,4;0,70;1;0,1
87;S;2;control;S-control;naturalpop;2;;;;1;3;0;;;;;;;;
88;S;2;control;S-control;naturalpop;2;;;;1;7;0;;;;;;;;
89;NS;2;fertilized;NS-fertilized;naturalpop;2;;;;0;0;0;;;;;;;;
90;S;2;control;S-control;naturalpop;2;;;;0;0;0;;;;;;;;
91;S;2;control;S-control;naturalpop;2;;;;0;0;0;;;;0;;;;
92;S;2;control;S-control;naturalpop;2;;;;0;0;0;;;;;;;;
93;NS;2;control;NS-control;naturalpop;2;;;;0;;0;;;;;;;;
94;S;2;control;S-control;naturalpop;2;;;;1;4;0;0,5;1;1;;0,5;0,80;0,9;0,1
95;S;2;control;S-control;naturalpop;2;;;;0;0;0;;;;;;;;
96;S;2;control;S-control;naturalpop;2;;;;0;0;0;;;;;;;;
97;S;2;fertilized;S-fertilized;naturalpop;2;;;;0;0;0;0,7;;;;;;;
98;S;2;fertilized;S-fertilized;naturalpop;2;;;;1;4;0;0,4;;;0;0,5;1,00;0,9;0
99;S;2;fertilized;S-fertilized;naturalpop;2;;;;1;2;0;;;;0;;;;
100;NS;2;control;NS-control;naturalpop;2;;;;1;2;0;;;;;;;;
101;NS;1;control;NS-control;naturalpop;2;;;;0;0;0;;;;;;;;
102;NS;1;control;NS-control;naturalpop;2;;;;0;0;0;;;;;;;;
103;S;1;control;S-control;naturalpop;2;;;;1;13;1,312903226;;;;57,2;;;;
104;S;1;control;S-control;naturalpop;2;;;;0;0;0;;;;;;;;
105;S;1;control;S-control;naturalpop;2;;;;0;0;0;;;;;;;;
106;S;1;fertilized;S-fertilized;naturalpop;2;;;;1;2;0;0,45;;;0;0,5;1,00;1;0,1
107;S;1;control;S-control;naturalpop;2;;;;1;41;1,885;;;;41;;;;
108;S;1;control;S-control;naturalpop;2;;;;1;17;0;;;;;;;;
109;S;1;fertilized;S-fertilized;naturalpop;2;;;;1;45;1,002;0,5;;;;0,4;0,90;1;0
110;S;1;control;S-control;naturalpop;2;;;;1;5;1,17826087;;;;23;;;;
111;S;1;control;S-control;naturalpop;2;;;;1;3;0;;;;;;;;
112;NS;1;fertilized;NS-fertilized;naturalpop;2;;;;1;3;1,3;;;;6;;;;
113;S;1;control;S-control;naturalpop;2;;;;1;120;1,4275;0,8;0,9;0,7;264;0,4;0,80;0,2;0
114;S;1;control;S-control;naturalpop;2;;;;0;0;0;;;;;;;;
115;NS;1;control;NS-control;naturalpop;2;;;;0;0;0;;;;;;;;
116;S;1;fertilized;S-fertilized;naturalpop;2;;;;1;20;0,963636364;0,45;;;165;0,5;0,90;1;0
